Priority,Long name,units,description,comment,Variable Name,CF Standard Name,cell_methods,positive,type,dimensions,CMOR Name,modeling_realm,frequency,cell_measures,prov,provNote,rowIndex,uid,vid,stid,structure title,MIPs (requesting),MIPs (by experiment),ECMWF,AWI,CNRM,CMCC,ECEarth (KNMI),ECEarth (SHMI),ECEarth (BSC),ECEarth (CNR),MPI,METOFFICE,MO_key,STASH,
1,Bare Soil Fraction,%,Percentage of entire grid cell  that is covered by bare soil.,fraction of entire grid cell  that is covered by bare soil.,baresoilFrac,area_fraction,time: mean,,real,longitude latitude time,baresoilFrac,land,mon,area: areacella,Lmon ((isd.003)),,30,baa84fd4-e5dd-11e5-8482-ac72891c3257,9cdb8d54d49e98acadd87e2a1139225e,f7dd0b14-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Global field (single level) [XY-na] {:typebare} [tmean]","AerChemMIP,C4MIP,CFMIP,CMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,LUMIP,PMIP,RFMIP,VIACSAB,VolMIP","AerChemMIP,C4MIP,CFMIP,CMIP6,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,LUMIP,PMIP,RFMIP,ScenarioMIP,VolMIP",,False,1,False,False,False,False,False,False,UM:1,lo-la-ti-ty__baresoilFrac,m01s03i317,m01s19i013
1,Fraction of Grid Cell that is Land but Neither Vegetation-Covered nor Bare Soil,%,"Percentage of entire grid cell  that is land and is covered by  neither vegetation nor bare-soil (e.g., urban, ice, lakes, etc.)","fraction of entire grid cell  that is land and is covered by ""non-vegetation"" and ""non-bare-soil"" (e.g., urban, ice, lakes, etc.)",residualFrac,area_fraction,time: mean,,real,longitude latitude time,residualFrac,land,mon,area: areacella,Lmon ((isd.003)),,31,bab4f1e4-e5dd-11e5-8482-ac72891c3257,e1ca31ce340d507b1dce7a537bbef951,f7dcac96-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Global field (single level) [XY-na] [tmean]","AerChemMIP,C4MIP,CFMIP,CMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,LUMIP,PMIP,RFMIP,VIACSAB,VolMIP","AerChemMIP,C4MIP,CFMIP,CMIP6,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,LUMIP,PMIP,RFMIP,ScenarioMIP,VolMIP",,False,1,False,False,False,False,False,False,UM:1,lo-la-ti__residualFrac,m01s19i013,
1,Burnt Area Fraction,%,Fraction of entire grid cell  that is covered by burnt vegetation.,fraction of entire grid cell  that is covered by burnt vegetation.,burntArea,area_fraction,time: mean,,real,longitude latitude time,burntArea,land,mon,area: areacella,Lmon ((isd.003)),,32,baa88256-e5dd-11e5-8482-ac72891c3257,6b6f4db537f52cf43388056ec20590af,f7dcac96-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Global field (single level) [XY-na] [tmean]","AerChemMIP,CFMIP,CMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,PMIP,RFMIP,VIACSAB,VolMIP","AerChemMIP,C4MIP,CFMIP,CMIP6,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,LUMIP,PMIP,RFMIP,ScenarioMIP,VolMIP",,False,1,False,False,False,False,False,False,False,lo-la-ti__burntArea,,
1,Leaf Area Index,1.0,,a ratio obtained by dividing the total upper leaf surface area of vegetation by the (horizontal) surface area of the land on which it grows.,lai,leaf_area_index,area: mean where land time: mean,,real,longitude latitude time,lai,land,mon,area: areacella,Lmon ((isd.003)),,37,bab0919e-e5dd-11e5-8482-ac72891c3257,6c3e8db1b45a6ae7e80ca5a265c0fd50,f7de23aa-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]","AerChemMIP,C4MIP,CMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,LUMIP,PMIP,RFMIP,VIACSAB,VolMIP","AerChemMIP,C4MIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,LUMIP,OMIP,PMIP,RFMIP,ScenarioMIP,VolMIP",,False,1,TLAI,x,x,x,x,False,UM:1,lo-la-ti_a:m-land_lai,m01s19i007,
1,Carbon Mass Flux out of Atmosphere due to Gross Primary Production on Land,kg m-2 s-1,unset,,gpp,gross_primary_productivity_of_carbon,area: mean where land time: mean,down,real,longitude latitude time,gpp,land,mon,area: areacella,Lmon ((isd.003)),,38,baae7800-e5dd-11e5-8482-ac72891c3257,89c4bb4f45a0182fc00a1b86b13241a5,f7de23aa-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]","AerChemMIP,C4MIP,CMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,LUMIP,PMIP,RFMIP,VIACSAB,VolMIP","AerChemMIP,C4MIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,LUMIP,OMIP,PMIP,RFMIP,ScenarioMIP,VolMIP",,False,1,False,False,False,False,False,False,UM:1,lo-la-ti_a:m-land_gpp,"m01s03i261,m01s03i395",m01s03i261
1,Carbon Mass Flux into Atmosphere due to Autotrophic (Plant) Respiration on Land,kg m-2 s-1,Carbon mass flux per unit area into atmosphere due to autotrophic respiration on land (respiration by producers) [see rh for heterotrophic production] ,,ra,plant_respiration_carbon_flux,area: mean where land time: mean,up,real,longitude latitude time,ra,land,mon,area: areacella,Lmon ((isd.003)),,39,bab4c3ea-e5dd-11e5-8482-ac72891c3257,2d38bda3114d03f7543b8af88aadd03a,f7de23aa-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]","AerChemMIP,C4MIP,CMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,LUMIP,PMIP,RFMIP,VIACSAB,VolMIP","AerChemMIP,C4MIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,LUMIP,OMIP,PMIP,RFMIP,ScenarioMIP,VolMIP",,False,1,False,False,False,False,False,False,UM:1,lo-la-ti_a:m-land_ra,m01s03i263,
1,Carbon Mass Flux out of Atmosphere due to Net Primary Production on Land,kg m-2 s-1,unset,,npp,net_primary_productivity_of_carbon,area: mean where land time: mean,down,real,longitude latitude time,npp,land,mon,area: areacella,Lmon ((isd.003)),,40,bab26690-e5dd-11e5-8482-ac72891c3257,b3267e6a8cd7e4a5401e7fbca2c4bf5a,f7de23aa-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]","AerChemMIP,CMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,LUMIP,PMIP,RFMIP,VIACSAB,VolMIP","AerChemMIP,C4MIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,LUMIP,OMIP,PMIP,RFMIP,ScenarioMIP,VolMIP",,False,1,False,False,False,False,False,False,UM:1,lo-la-ti_a:m-land_npp,m01s03i262,
1,Carbon Mass Flux into Atmosphere due to Heterotrophic Respiration on Land,kg m-2 s-1,Carbon mass flux per unit area into atmosphere due to heterotrophic respiration on land (respiration by consumers),,rh,heterotrophic_respiration_carbon_flux,area: mean where land time: mean,up,real,longitude latitude time,rh,land,mon,area: areacella,Lmon ((isd.003)),,41,bab4f95a-e5dd-11e5-8482-ac72891c3257,93723bb54a2c43450d75403102e618ac,f7de23aa-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]","AerChemMIP,C4MIP,CMIP,DCPP,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,LUMIP,PMIP,RFMIP,VIACSAB,VolMIP","AerChemMIP,C4MIP,CMIP6,DAMIP,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,LUMIP,OMIP,PMIP,RFMIP,ScenarioMIP,VolMIP",,False,1,False,False,False,False,False,False,UM:1,lo-la-ti_a:m-land_rh,m01s03i293,
2,Plant Functional Type Grid Fraction,%,"Percentage of grid cell area occupied by different model vegetation/land cover categories. The categories may differ from model to model, depending on each model's subgrid land cover category definitions. Categories may include natural vegetation, anthropogenic vegetation, bare soil, lakes, urban areas, glaciers, etc. Sum of all should equal the fraction of the grid-cell that is land.","The categories may differ from model to model, depending on their  PFT definitions.   This may include natural PFTs, anthropogenic PFTs, bare soil, lakes, urban areas, etc.   Sum of all should equal the fraction of the grid-cell that is land.",landCoverFrac,area_fraction,time: mean,,real,longitude latitude vegtype time,landCoverFrac,land,mon,area: areacella,Lmon ((isd.003)),,60,bab09a7c-e5dd-11e5-8482-ac72891c3257,f3710647d155ec76d2c4cdfa866be579,f7e00e04-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Global field (single level) [XY-na] {vegtype:} [tmean]","AerChemMIP,CMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,PMIP,RFMIP,VIACSAB,VolMIP","AerChemMIP,C4MIP,CMIP6,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,LUMIP,PMIP,RFMIP,ScenarioMIP,VolMIP",,False,CHANGED: 2,False,False,False,False,False,False,ANCIL,lo-la-ti-v__landCoverFrac,m01s19i013,
2,Total Primary Deciduous Tree Fraction,%,Percentage of the entire grid cell  that is covered by total primary deciduous trees.,"This is the fraction of the entire grid cell  that is covered by ""total primary deciduous trees.""",treeFracPrimDec,area_fraction,time: mean,,real,longitude latitude time,treeFracPrimDec,land,mon,area: areacella,Lmon ((isd.003)),,61,bababb4c-e5dd-11e5-8482-ac72891c3257,374e24b1cf7c24eb75126ea6e39ac478,f7e2bd7a-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Global field (single level) [XY-na] {:typepdec} [tmean]","AerChemMIP,CMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,RFMIP,VIACSAB,VolMIP","AerChemMIP,C4MIP,CMIP6,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,LUMIP,RFMIP,ScenarioMIP,VolMIP",,False,CHANGED: -999,False,False,False,False,False,False,ANCIL,lo-la-ti-ty__treeFracPrimDec,,
2,Total Primary Evergreen Tree Cover Fraction,%,Percentage of entire grid cell  that is covered by primary evergreen trees.,fraction of entire grid cell  that is covered by primary evergreen trees.,treeFracPrimEver,area_fraction,time: mean,,real,longitude latitude time,treeFracPrimEver,land,mon,area: areacella,Lmon ((isd.003)),,62,babac2c2-e5dd-11e5-8482-ac72891c3257,1e93ae651487e683206b923c11fd6db1,f7e08f8c-562c-11e6-a2a4-ac72891c3257,"Temporal mean, Global field (single level) [XY-na] {:typepever} [tmean]","AerChemMIP,CMIP,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,RFMIP,VIACSAB,VolMIP","AerChemMIP,C4MIP,CMIP6,DECK,FAFMIP,GMMIP,GeoMIP,HighResMIP,LS3MIP,LUMIP,RFMIP,ScenarioMIP,VolMIP",,False,CHANGED: -999,False,False,False,False,False,False,ANCIL,lo-la-ti-ty__treeFracPrimEver,,
